#mm9.knownGene.name	mm9.kgXref.geneSymbol
uc007fpl.2	Pcdh15
uc007fpn.2	Pcdh15
uc007fpi.2	Pcdh15
uc011xgc.1	Pcdh15
uc007fpo.2	Pcdh15
uc007fpp.2	av
uc011xgd.1	Pcdh15
uc007fph.2	Pcdh15
uc011xge.1	Pcdh15
uc011xgf.1	Pcdh15
uc007fpr.2	Pcdh15
uc007fpq.2	Pcdh15
uc011xgg.1	Pcdh15
uc011xgh.1	Pcdh15
uc011xgi.1	Pcdh15
uc007fpt.1	Gnaz
uc007fpu.1	Gnaz
uc011xgj.1	Rtdr1
uc011xgk.1	Rtdr1
uc011xgl.1	Rtdr1
uc007fps.1	Rtdr1
uc007fpv.1	Rtdr1
uc007fpw.1	Rab36
uc007fpx.1	Rab36
uc007fpy.1	Rab36
uc007fpz.1	Rab36
uc007fqa.1	Rab36
uc007fqb.2	Bcr
uc007fqc.2	Bcr
uc007fqd.1	mKIAA0376
uc007fqe.2	Specc1l
uc007fqf.2	Specc1l
uc007fqg.2	mKIAA0376
uc007fqh.1	Adora2a
uc011xgm.1	Gm5779
uc007fqj.1	Upb1
uc011xgn.1	1110038D17Rik
uc007fql.1	1110038D17Rik
uc007fqi.1	1110038D17Rik
uc007fqk.1	1110038D17Rik
uc011xgo.1	1110038D17Rik
uc007fqm.1	Snrpd3
uc007fqn.2	AI646023
uc007fqo.2	Ggt1
uc007fqp.1	Ggt1
uc007fqq.1	Ggt5
uc011xgp.1	Ggt5
uc007fqr.1	Ggt5
uc007fqs.1	Ggt5
uc007fqt.2	Susd2
uc011xgq.1	Susd2
uc011xgr.1	Cabin1
uc007fqu.1	Cabin1
uc007fqv.1	Cabin1
uc007fqy.1	Cabin1
uc007fqw.1	Cabin1
uc007fqz.1	Cabin1
uc007fqx.1	Cabin1
uc007fra.1	Ddt
uc007frb.1	Gstt3
uc007frc.2	Gstt1
uc007fre.2	Gstt4
uc007frd.2	Gstt4
uc011xgs.1	Gstt2
uc007frg.2	Gstt2
uc007frh.1	AB251164
uc007fri.1	DQ721958
uc007frj.1	DQ569435
uc007frk.1	DQ724252
uc007frl.1	DQ704723
uc007frm.1	DQ726174
uc007frn.1	DQ695949
uc007fro.1	DQ716352
uc007frp.1	DQ550606
uc007frq.1	DQ707763
uc007frr.1	DQ557254
uc007frs.1	DQ565717
uc007frt.1	DQ716579
uc007fru.1	DQ701279
uc007frv.1	DQ567125
uc007frw.1	DQ553098
uc007frx.1	DQ700900
uc007fry.1	DQ721229
uc007frz.1	DQ548101
uc007fsa.1	DQ557433
uc007fsb.1	DQ688323
uc007fsc.1	DQ713407
uc007fsd.1	DQ552992
uc007fse.1	DQ707526
uc007fsf.1	DQ705542
uc007fsg.1	DQ704415
uc007fsh.1	DQ724579
uc007fsi.1	DQ704975
uc007fsj.1	DQ716966
uc007fsk.1	DQ695092
uc007fsl.1	DQ701531
uc007fsm.1	DQ713701
uc007fsn.1	DQ692659
uc007fso.1	DQ560729
uc007fsp.1	DQ713526
uc007fsq.1	DQ543758
uc007fsr.1	DQ695356
uc007fss.1	DQ566768
uc007fst.1	DQ565977
uc007fsu.1	DQ693599
uc007fsv.1	DQ694768
uc007fsw.1	DQ544183
uc007fsx.1	DQ543366
uc007fsy.1	DQ725849
uc007fsz.1	DQ721411
uc007fta.1	DQ714716
uc007ftb.1	DQ546569
uc007ftd.1	DQ564937
uc007fte.1	DQ688151
uc007ftf.1	DQ543801
uc007ftg.1	DQ556157
uc007fth.1	DQ710812
uc007ftc.1	Mif
uc007fti.1	DQ707749
uc007ftj.1	Derl3
uc007ftk.1	Derl3
uc007ftl.1	Derl3
uc007ftn.2	Smarcb1
uc007ftm.2	Smarcb1
uc011xgt.1	Smarcb1
uc007fto.1	Mmp11
uc007ftp.1	Mmp11
uc007ftq.1	Chchd10
uc007ftr.1	Chchd10
uc007fts.1	AK144847
uc007ftt.1	Vpreb3
uc011xgu.1	Gm5134
uc011xgv.1	EG333669
uc007ftv.2	Gm5134
uc007ftu.2	Gm5134
uc007ftw.2	Zfp280b
uc007ftx.1	Slc5a4b
uc007fty.1	Slc5a4a
uc011xgx.1	Mir678
uc011xgy.1	Prmt2
uc007ftz.1	Prmt2
uc007fua.1	Prmt2
uc007fub.1	Prmt2
uc011xgw.1	Prmt2
uc007fuc.2	S100b
uc007fud.1	mKIAA0184
uc007fue.1	Dip2a
uc007fug.1	mKIAA0184
uc007fuf.1	Dip2a
uc007fuh.1	mKIAA0184
uc007fui.1	AK154406
uc011xgz.1	AK007067
uc007fum.1	Pcnt
uc007fuj.1	Pcnt
uc007fuk.1	Pcnt
uc007ful.1	Pcnt
uc007fun.2	2610028H24Rik
uc007fuo.1	Ybey
uc007fup.1	Mcm3ap
uc007fuq.1	Lss
uc011xha.1	Lss
uc007fur.1	1700027D21Rik
uc007fus.1	1700027D21Rik
uc007fut.2	Ftcd
uc007fuu.2	Col6a2
uc007fuv.2	Col6a2
uc007fuw.2	Col6a2
uc007fux.1	Col6a1
uc007fuy.2	Pcbp3
uc007fuz.2	Pcbp3
uc007fva.2	Pcbp3
uc007fvb.1	AK143813
uc007fve.1	Slc19a1
uc007fvc.2	Slc19a1
uc007fvd.2	Slc19a1
uc007fvf.2	Slc19a1
uc011xhb.1	Col18a1
uc007fvg.1	Col18a1
uc007fvh.2	Col18a1
uc007fvi.2	Gm10941
uc007fvj.1	Pofut2
uc007fvk.1	Pofut2
uc011xhc.1	Adarb1
uc007fvm.2	Adarb1
uc007fvn.2	Adarb1
uc007fvo.2	Adarb1
uc007fvp.2	Adarb1
uc007fvl.2	Adarb1
uc007fvq.2	Adarb1
uc007fvr.1	Adarb1
uc007fvs.1	Adarb1
uc011xhd.1	LOC100045653
uc007fvt.2	1810008A18Rik
uc007fvu.2	1810008A18Rik
uc007fvv.1	Itgb2
uc011xhe.1	Itgb2
uc011xhf.1	Itgb2
uc007fvw.1	Itgb2
uc007fvx.1	Pttg1ip
uc007fvy.1	Sumo3
uc007fvz.1	Sumo3
uc011xhh.1	Mir1930
uc011xhg.1	Ube2g2
uc007fwa.1	Ube2g2
uc007fwb.1	DQ696666
uc011xhi.1	Gm10100
uc011xhj.1	LOC100009614
uc007fwc.1	Krtap12-1
uc011xhk.1	Gm3238
uc007fwd.2	Krtap10-4
uc007fwf.2	Krtap10-10
uc011xhm.1	Gm10318
uc011xhn.1	Gm3285
uc011xhl.1	C330046G03Rik
uc011xho.1	Tnep1
uc007fwg.1	C330046G03Rik
uc007fwh.2	1700009J07Rik
uc007fwi.2	Lrrc3
uc007fwj.2	Trpm2
uc007fwm.1	Trpm2
uc007fwl.2	Trpm2
uc011xhq.1	1810043G02Rik
uc007fwn.1	1810043G02Rik
uc011xhp.1	1810043G02Rik
uc007fwp.1	AK192985
uc007fwo.2	Pfkl
uc007fwq.1	Aire
uc007fwr.1	Aire
uc007fws.1	Aire
uc007fwt.1	Aire
uc007fwu.1	Aire
uc007fwv.1	Aire
uc007fww.1	Aire
uc007fwx.1	Aire
uc007fwy.1	Aire
uc007fwz.1	Aire
uc007fxa.1	Aire
uc007fxb.1	Aire
uc007fxc.1	Aire
uc007fxd.1	Aire
uc007fxe.1	Dnmt3l
uc007fxf.1	Dnmt3l
uc007fxg.1	Dnmt3l
uc007fxh.1	Dnmt3l
uc011xhr.1	Dnmt3l
uc011xhs.1	Icosl
uc007fxi.1	Icosl
uc007fxj.1	D10Jhu81e
uc007fxk.1	Pwp2
uc007fxl.1	wdp103
uc007fxn.1	Trappc10
uc007fxm.1	Trappc10
uc007fxo.1	Agpat3
uc007fxp.1	Agpat3
uc007fxq.1	Agpat3
uc007fxr.1	Agpat3
uc007fxs.1	Rrp1
uc011xht.1	Rrp1
uc007fxt.1	Cstb
uc007fxu.2	Pdxk
uc007fxw.1	Ilvbl
uc007fxx.1	Ilvbl
uc007fxz.1	Ilvbl
uc011xhu.1	Ilvbl
uc007fxv.2	Ilvbl
uc007fxy.2	Ilvbl
uc007fya.2	Ilvbl
uc007fyb.2	Syde1
uc007fyc.2	Olfr1357
uc007fyd.2	Casp14
uc007fyf.2	Ccdc105
uc007fye.1	AK164315
uc007fyg.2	Slc1a6
uc007fyh.1	Olfr1356
uc007fyi.1	Olfr1355
uc011xhv.1	Olfr1354
uc007fyj.1	Olfr8
uc007fyk.2	Olfr1353
uc007fyl.2	Olfr1352
uc007fym.1	Olfr1351
uc007fyn.2	Olfr57
uc007fyo.2	2610008E11Rik
uc009uzz.1	Vmn2r80
uc007fyp.1	Vmn2r81
uc009vaa.1	Vmn2r82
uc009vab.1	Vmn2r83
uc007fyq.1	Ppap2c
uc007fyr.1	Ppap2c
uc007fys.1	Ppap2c
uc007fyt.1	Ppap2c
uc007fyu.1	Ppap2c
uc007fyv.1	Mier2
uc007fyw.1	Mier2
uc007fyx.1	Mier2
uc007fyy.1	Mier2
uc007fyz.1	Theg
uc007fza.1	Theg
uc007fzb.2	C2cd4c
uc007fzc.1	C2cd4c
uc007fzd.2	Shc2
uc007fze.1	Odf3l2
uc011xhw.1	Odf3l2
uc007fzf.1	Madcam1
uc007fzg.1	Madcam1
uc007fzh.1	Gm16517
uc007fzi.1	Cdc34
uc007fzj.1	Gzmm
uc011xhx.1	Gzmm
uc011xhy.1	MMET-1
uc007fzk.1	MMET-1
uc007fzl.1	Bsg
uc007fzm.1	Bsg
uc007fzn.1	Hcn2
uc007fzo.2	Polrmt
uc011xhz.1	Polrmt
uc007fzp.1	Fgf22
uc007fzq.1	Fgf22
uc007fzr.2	Rnf126
uc011xia.1	Rnf126
uc007fzs.2	Fstl3
uc007fzt.2	FLRG
uc007fzu.1	Prssl1
uc007fzv.2	Palm
uc007fzw.2	Palm
uc007fzx.2	Palm
uc007fzy.1	9130017N09Rik
uc007fzz.1	9130017N09Rik
uc007gaa.1	9130017N09Rik
uc011xic.1	AK148204
uc011xib.1	E130317F20Rik
uc007gab.1	Ptbp1
uc007gac.1	Ptbp1
uc007gad.1	Ptbp1
uc007gae.1	BC005764
uc011xid.1	BC005764
uc007gaf.1	BC005764
uc007gag.1	BC005764
uc007gah.1	Prtn3
uc011xie.1	Prtn3
uc007gai.1	Elane
uc007gaj.2	Cfd
uc011xif.1	Cfd
uc011xig.1	AK181029
uc007gam.1	Med16
uc007gal.2	Med16
uc007gak.2	Med16
uc007gan.1	C030046I01Rik
uc011xih.1	Kiss1r
uc007gao.2	Kiss1r
uc007gap.1	Arid3a
uc011xii.1	Arid3a
uc007gaq.1	Arid3a
uc007gar.1	Arid3a
uc007gas.1	Wdr18
uc007gat.1	Wdr18
uc007gav.1	Grin3b
uc007gau.1	Grin3b
uc011xij.1	Grin3b
uc007gaw.1	mFLJ00277
uc011xik.1	ORF61
uc007gax.1	ORF61
uc007gay.1	ORF61
uc007gaz.1	Cnn2
uc007gbb.1	Abca7
uc007gba.1	Abca7
uc011xil.1	Abca7
uc007gbc.1	Abca7
uc007gbd.2	Hmha1
uc007gbe.2	Hmha1
uc007gbf.2	Hmha1
uc007gbg.2	Hmha1
uc007gbh.2	Hmha1
uc007gbi.1	Polr2e
uc007gbj.1	GPx4
uc007gbk.1	Gpx4
uc007gbl.1	Gpx4
uc007gbp.1	Sno
uc007gbq.1	Sbno2
uc007gbr.1	Sbno2
uc007gbm.1	Sbno2
uc007gbn.1	Sbno2
uc007gbo.1	Sbno2
uc007gbs.1	Sno
uc007gbt.1	lkb1
uc007gbu.1	Stk11
uc007gbv.1	lkb1
uc007gbw.1	Dos
uc011xim.1	Dos
uc007gbx.1	Dos
uc007gbz.2	Atp5d
uc007gby.2	Atp5d
uc007gca.1	Midn
uc007gcb.1	Midn
uc007gcc.1	Midn
uc007gcd.1	Midn
uc007gce.1	Cirbp
uc007gcf.1	1600002K03Rik
uc007gcg.2	Efna2
uc007gch.1	Mum1
uc011xin.1	Mum1
uc007gci.1	Ndufs7
uc007gcj.2	Gamt
uc011xio.1	Gamt
uc007gck.2	Dazap1
uc007gcl.2	Dazap1
uc007gcm.2	Dazap1
uc011xip.1	Dazap1
uc007gcn.2	Rps15
uc007gco.1	Apc2
uc007gcp.1	Apc2
uc007gcq.1	2310011J03Rik
uc007gcr.2	Pcsk4
uc007gcs.2	Pcsk4
uc011xiq.1	Pcsk4
uc007gct.1	Reep6
uc007gcu.1	Reep6
uc007gcv.2	Adamtsl5
uc011xir.1	Adamtsl5
uc007gcw.2	Adamtsl5
uc007gcx.2	Plk5
uc007gcy.2	Plk5
uc007gcz.1	Mex3d
uc007gdc.1	Mbd3
uc007gda.1	Mbd3
uc007gdb.1	Mbd3
uc007gdd.1	Uqcr
uc007gde.1	Uqcr11
uc007gdh.2	Tcf3
uc007gdi.2	Tcf3
uc007gdf.2	Tcf3
uc007gdj.2	Tcf3
uc007gdk.2	Tcf3
uc007gdl.2	Tcf3
uc007gdg.2	Tcf3
uc007gdm.2	Tcf3
uc007gdn.1	Onecut3
uc007gdo.1	Atp8b3
uc011xis.1	Atp8b3
uc007gdp.1	Atp8b3
uc007gdq.1	Rexo1
uc007gdr.1	Rexo1
uc007gds.1	Rexo1
uc007gdt.1	Klf16
uc007gdu.1	AK133627
uc007gdv.2	Fam108a
uc007gdw.2	Fam108a
uc007gdx.1	Adat3
uc007gdy.1	Scamp4
uc007gdz.1	Scamp4
uc007gea.2	Csnk1g2
uc007geb.2	Csnk1g2
uc007gec.2	Btbd2
uc011xit.1	Btbd2
uc007gee.1	Mknk2
uc007geg.1	Mnk2
uc007gef.1	Mknk2
uc007geh.1	Mobkl2a
uc007gei.1	Mobkl2a
uc007gej.1	Izumo4
uc007gek.1	Ap3d1
uc007gep.1	Dot1l
uc007gel.1	Dot1l
uc011xiu.1	Dot1l
uc007gen.1	Dot1l
uc007geo.1	Dot1l
uc007gem.1	Dot1l
uc007geq.1	Plekhj1
uc007ger.1	Plekhj1
uc011xiv.1	Sf3a2
uc007get.1	Amh
uc007geu.1	Jsrp1
uc007gev.1	Jsrp1
uc011xiz.1	Mir1982
uc011xiw.1	Oaz1
uc011xiy.1	AK087942
uc011xix.1	Oaz1
uc007gex.1	Oaz1
uc007gey.2	Lingo3
uc007gez.1	Lsm7
uc007gfa.1	Lsm7
uc007gfb.1	Sppl2b
uc007gfc.1	3110056O03Rik
uc007gfd.1	Sppl2b
uc007gfe.1	3110056O03Rik
uc007gff.1	Sppl2b
uc007gfg.1	Tmprss9
uc011xja.1	Tmprss9
uc007gfi.2	Timm13
uc007gfj.1	Lmnb2
uc007gfk.1	Lmnb2
uc007gfl.1	Gadd45b
uc007gfm.1	Gng7
uc007gfn.1	Gng7
uc007gfo.1	Diras1
uc007gfp.1	AK138328
uc007gfq.1	Slc39a3
uc007gfr.1	Slc39a3
uc007gfs.1	Slc39a3
uc007gft.1	Sgta
uc007gfu.1	Sgta
uc007gfv.2	Thop1
uc007gfw.1	Creb3l3
uc007gfx.2	Map2k2
uc007gfy.2	Map2k2
uc011xjb.1	Map2k2
uc007gfz.1	Zbtb7a
uc007gga.2	Zbtb7a
uc007ggb.1	Zbtb7a
uc007ggc.2	Pias4
uc011xjc.1	PIAS-gamma
uc007ggd.2	PIAS-gamma
uc007ggf.1	Eef2
uc011xjd.1	Snord37
uc007gge.2	Eef2
uc007ggg.2	Dapk3
uc007ggh.2	Dapk3
uc007ggi.2	Dapk3
uc007ggk.2	Dapk3
uc007ggj.2	Dapk3
uc007ggl.1	2310050B05Rik
uc007ggn.1	Itgb1bp3
uc007ggm.1	2310050B05Rik
uc007ggo.1	Atcay
uc007ggp.2	Zfr2
uc007ggq.2	Zfr2
uc007ggs.2	Zfr2
uc007ggu.1	Matk
uc007ggt.1	Matk
uc007ggv.1	Matk
uc007ggw.1	Matk
uc007ggx.1	Matk
uc007ggy.1	Mrpl54
uc011xje.1	Mir3057
uc007ggz.2	Apba3
uc007gha.1	Tjp3
uc007ghb.1	Tjp3
uc007ghc.2	Pip5k1c
uc007ghe.2	Pip5k1c
uc007ghd.2	Pip5k1c
uc011xjf.1	Pip5k1c
uc007ghf.2	2510012J08Rik
uc007ghg.1	Tbxa2r
uc007ghh.1	Tbxa2r
uc007ghi.1	Gipc3
uc007ghj.2	Hmg20b
uc007ghl.2	Hmg20b
uc007ghk.2	Hmg20b
uc007ghn.2	Hmg20b
uc007ghm.2	Hmg20b
uc007gho.1	F630110N24Rik
uc007ghq.2	4930404N11Rik
uc011xjg.1	4930404N11Rik
uc007ghs.1	AK200837
uc007ghr.1	AK201601
uc007ght.1	Fzr1
uc011xjh.1	Fyr
uc007ghu.2	Dohh
uc007ghv.2	Dohh
uc007ghw.1	2210404O07Rik
uc011xji.1	Nfic
uc007ghx.1	Nfic
uc007ghy.1	Nfic
uc007ghz.1	Nfic
uc007gia.1	Nfic
uc007gib.2	Celf5
uc007gif.1	Celf5
uc007gic.2	Celf5
uc007gid.2	Celf5
uc007gie.2	Celf5
uc007gig.1	Ncln
uc007gih.2	S1pr4
uc007gii.1	Gna15
uc007gij.1	Gna15
uc007gik.1	Gna11
uc007gil.1	Gna11
uc011xjj.1	Aes
uc007gim.1	Aes
uc007gin.1	Aes
uc007gio.1	Tle2
uc007gip.1	Tle2
uc007giq.1	Tle2
uc007gir.1	Tle2
uc007gis.1	Tle2
uc007git.1	Tle6
uc007giu.1	Tle6
uc007giv.1	Tle6
uc007giw.2	BC025920
uc007gix.2	BC025920
uc007giz.2	Sirt6
uc007giy.2	Sirt6
uc007gjb.1	Ankrd24
uc007gjd.1	Ankrd24
uc011xjk.1	Ankrd24
uc007gjc.2	Ankrd24
uc007gje.1	Gm10778
uc007gjf.1	BC064812
uc011xjl.1	Zfp781
uc007gjh.1	Gm10778
uc011xjm.1	BC064812
uc011xjn.1	Zfp781
uc007gji.1	AK136722
uc011xjo.1	BC062115
uc007gjj.1	Zfp873
uc007gjk.2	AU041133
uc007gjm.2	Zfp938
uc007gjl.2	B230315N10Rik
uc007gjn.1	Mif1
uc007gjo.1	Gm1553
uc011xjp.1	1190007I07Rik
uc007gjp.2	1190007I07Rik
uc011xjq.1	1190007I07Rik
uc011xjr.1	Tdg
uc007gjr.2	Tdg
uc007gjs.1	Glt8d2
uc007gju.1	Hcfc2
uc007gjt.1	Hcfc2
uc007gjv.1	Nfyb
uc007gjw.1	Nfyb
uc007gjx.1	AK006461
uc007gkc.1	Eid3
uc007gkd.1	Txnrd1
uc007gjy.1	Txnrd1
uc007gjz.1	Txnrd1
uc007gka.1	Txnrd1
uc007gkb.1	Txnrd1
uc007gke.1	Chst11
uc011xjs.1	Chst11
uc007gkf.1	Slc41a2
uc007gkg.2	D10Wsu102e
uc011xjt.1	AB351078
uc011xju.1	AB336517
uc011xjv.1	AB336562
uc011xjw.1	AB336647
uc011xjx.1	AB336678
uc011xjy.1	AB336697
uc011xjz.1	AB336723
uc011xka.1	AB336794
uc011xkb.1	AB336819
uc011xkc.1	AB336885
uc011xkd.1	AB336927
uc011xke.1	AB352881
uc011xkf.1	AB349586
uc011xkg.1	AB337358
uc011xkh.1	AB350908
uc011xki.1	AB337665
uc011xkj.1	AB337734
uc011xkk.1	AB338586
uc011xkl.1	AB338600
uc011xkm.1	AB339176
uc011xkn.1	AB339387
uc011xko.1	AB349855
uc007gkh.2	Aldh1l2
uc007gki.2	Aldh1l2
uc007gkj.1	A230046K03Rik
uc011xkp.1	A230046K03Rik
uc007gkk.1	Appl2
uc007gkm.2	1500009L16Rik
uc007gkn.1	AK082148
uc007gko.1	Nuak1
uc007gkp.1	AK054042
uc007gkq.1	Ckap4
uc007gkr.1	Tcp11l2
uc007gks.1	Tcp11l2
uc007gkt.1	Polr3b
uc007gku.1	Polr3b
uc007gkv.1	Rfx4
uc007gkw.1	Rfx4
uc007gkx.1	Ric8b
uc007gky.1	Ric8b
uc007gkz.1	Ric8b
uc007gla.2	Fhl4
uc007glb.2	AI597468
uc007glc.2	AI597468
uc007gld.2	Mterfd3
uc007gle.1	Cry1
uc007glf.1	AK165297
uc007glg.2	Btbd11
uc007glh.1	Btbd11
uc007gli.1	Btbd11
uc007glj.1	DQ566114
uc007glk.1	DQ706219
uc007gll.1	DQ554412
uc007glm.1	DQ711584
uc007gln.1	DQ721308
uc007glo.1	DQ716137
uc007glp.1	DQ725630
uc007glq.1	DQ715292
uc007glr.1	DQ692066
uc007gls.1	DQ718970
uc007glt.1	DQ718173
uc007glu.1	DQ555617
uc007glv.1	DQ542726
uc007glw.1	DQ551105
uc007glx.1	DQ725097
uc007gly.1	DQ686040
uc007glz.1	DQ718522
uc007gma.1	DQ723262
uc007gmb.1	DQ706243
uc007gmc.1	DQ724107
uc007gmd.1	DQ540490
uc007gme.1	DQ698341
uc007gmf.1	DQ722332
uc007gmg.1	DQ717549
uc007gmh.1	DQ707587
uc007gmi.1	DQ692178
uc007gmj.1	DQ545414
uc007gmk.1	DQ557327
uc007gml.1	DQ717560
uc007gmm.1	DQ686518
uc007gmn.1	DQ693563
uc007gmo.1	DQ691244
uc007gmp.1	DQ695717
uc007gmq.1	DQ692983
uc007gmr.1	DQ709308
uc007gms.1	DQ548591
uc007gmt.1	DQ548100
uc007gmu.1	DQ713989
uc007gmv.1	DQ713732
uc007gmw.1	DQ725111
uc007gmx.1	DQ555188
uc007gmy.1	DQ561371
uc007gmz.1	DQ705597
uc007gna.1	DQ685054
uc007gnb.1	DQ709175
uc007gnc.2	Pwp1
uc007gnd.2	Pwp1
uc011xkq.1	Prdm4
uc007gne.1	Prdm4
uc007gnf.1	Prdm4
uc007gng.1	Prdm4
uc011xkr.1	Ascl4
uc007gnh.1	AK018959
uc007gni.1	D10Wsu52e
uc007gnj.2	Bpil2
uc007gnk.1	Fbxo7
uc007gnl.1	Fbxo7
uc007gnm.1	Fbxo7
uc007gnq.1	AK019657
uc011xkt.1	Timp3
uc007gnr.1	Timp3
uc007gnp.1	Syn3
uc007gns.1	Syn3
uc007gnn.2	Syn3
uc011xks.1	Syn3
uc007gnt.2	Syn3
uc007gnu.2	Syn3
uc007gnv.1	DQ697233
uc007gnw.1	DQ557314
uc007gnx.1	DQ705849
uc007gny.1	DQ705907
uc007gnz.1	DQ726127
uc007goa.1	DQ715404
uc007gob.1	DQ726843
uc007goc.1	DQ704796
uc007god.1	DQ565213
uc007goe.1	DQ717895
uc007gof.1	DQ698476
uc007gog.1	DQ722438
uc007goh.1	DQ690190
uc007goi.1	DQ567995
uc007goj.1	DQ725761
uc007gok.1	DQ722916
uc007gol.1	DQ561373
uc007gom.1	DQ705597
uc007gon.1	DQ700921
uc007goo.1	DQ693547
uc007gop.1	DQ726893
uc007goq.1	DQ687398
uc007gor.1	DQ543186
uc007gos.1	DQ540739
uc007got.1	DQ699669
uc007gou.1	DQ709175
uc007gov.1	DQ688124
uc007gow.1	DQ688102
uc007gox.1	DQ717291
uc007goy.1	DQ550425
uc007goz.1	DQ710955
uc007gpa.1	DQ689242
uc007gpb.1	DQ554414
uc007gpc.1	DQ688126
uc007gpd.1	DQ714612
uc007gpe.1	DQ720611
uc007gpf.1	DQ706219
uc007gpg.1	DQ711584
uc007gph.1	DQ721308
uc007gpi.1	DQ709755
uc007gpj.1	DQ553595
uc007gpk.1	DQ558121
uc007gpl.1	DQ551725
uc007gpm.1	DQ718970
uc007gpn.1	DQ722332
uc007gpo.1	DQ717549
uc007gpp.1	DQ703065
uc007gpq.1	DQ707587
uc007gpr.1	DQ692178
uc007gps.1	DQ695964
uc007gpt.1	DQ694045
uc007gpu.1	DQ567533
uc007gpv.1	DQ544744
uc007gpw.1	DQ557261
uc007gpx.1	DQ704454
uc007gpy.1	DQ698532
uc007gpz.1	DQ727109
uc007gqa.1	DQ692419
uc007gqb.1	DQ711256
uc007gqc.1	DQ721325
uc007gqe.2	1810014B01Rik
uc007gqf.1	1810014B01Rik
uc007gqh.1	1810014B01Rik
uc007gqg.1	1810014B01Rik
uc007gqi.1	Hsp90b1
uc007gqj.1	BC030307
uc011xku.1	BC030307
uc007gql.1	BC030307
uc007gqk.1	BC030307
uc011xkv.1	Gnn
uc007gqm.1	Nt5dc3
uc007gqn.1	Nt5dc3
uc007gqp.1	Tex18
uc011xla.1	Stab2
uc007gqo.1	Stab2
uc011xkw.1	Stab2
uc011xkx.1	MFEEL-2
uc011xky.1	MFEEL-2
uc011xkz.1	Stab2
uc011xlb.1	MFEEL-2
uc011xlc.1	MFEEL-2
uc011xld.1	1700113H08Rik
uc007gqq.2	1700113H08Rik
uc007gqr.1	AK016129
uc007gqs.1	Ascl1
uc007gqt.2	Pah
uc007gqu.1	ENSMUSG00000058934
uc007gqx.2	Igf1
uc007gqv.2	Igf1
uc007gqw.2	Igf1
uc007gra.2	Igf1
uc011xle.1	Igf1
uc007grb.1	Tyms-ps
uc007grc.1	Pmch
uc007grd.1	4930547N16Rik
uc007gre.2	Nup37
uc007grf.2	Nup37
uc007grg.2	Ccdc53
uc007grh.2	Ccdc53
uc011xlf.1	Ccdc53
uc007gri.1	1200002N14Rik
uc007grj.1	Dram1
uc007grk.1	Gnptab
uc007grl.1	Gnptab
uc011xlg.1	Gnptab
uc007grm.2	Sycp3
uc007gro.1	Sycp3
uc007grn.2	Sycp3
uc007grp.2	Chpt1
uc007grq.2	Chpt1
uc011xlh.1	Chpt1
uc007grr.2	Chpt1
uc007grs.2	Chpt1
uc007grt.2	Mybpc1
uc007gru.2	Mybpc1
uc007grv.2	Spic
uc011xli.1	Spic
uc011xlj.1	Gm4925
uc007grw.1	Arl1
uc007grx.2	Utp20
uc007grz.1	Slc5a8
uc007gsc.1	Ano4
uc007gsa.1	Ano4
uc007gsb.1	Ano4
uc011xlk.1	AK052801
uc007gsd.1	Gas2l3
uc007gse.1	Gas2l3
uc007gsg.2	Nr1h4
uc007gsf.2	Nr1h4
uc007gsi.2	Nr1h4
uc007gsh.2	Nr1h4
uc007gsj.1	Slc17a8
uc007gsk.2	Slc17a8
uc007gsl.1	Scyl2
uc007gso.1	Scyl2
uc007gsm.1	Scyl2
uc007gsn.1	Scyl2
uc007gsp.1	Scyl2
uc007gsq.1	AK085365
uc007gsr.1	AK048993
uc007gss.1	Actr6
uc007gst.1	AK036535
uc007gsu.2	mKIAA0701
uc011xll.1	Uhrf1bp1l
uc007gsv.2	Uhrf1bp1l
uc007gsw.2	Uhrf1bp1l
uc007gta.2	Anks1b
uc007gtd.1	Anks1b
uc011xlm.1	Anks1b
uc011xln.1	Anks1b
uc007gsz.2	Anks1b
uc007gtc.2	Anks1b
uc007gtb.2	Anks1b
uc007gtg.1	Apaf1
uc007gth.1	Apaf1
uc007gti.1	Apaf1
uc007gtj.1	Apaf1
uc007gtk.1	Apaf1
uc007gtl.1	Ikbip
uc007gtm.1	Ikbip
uc007gtn.1	Slc25a3
uc007gto.1	Slc25a3
uc007gtp.1	Tmpo
uc007gtq.1	Tmpo
uc007gtr.1	Tmpo
uc007gts.1	Tmpo
uc007gtt.1	Tmpo
uc007gtu.1	Tmpo
uc007gtv.1	Tmpo
uc007gtw.1	Tmpo
uc007gtx.1	Tmpo
uc007gty.2	Mir135a-2
uc007gua.1	Rmst
uc011xlo.1	Mir1251
uc007gub.1	AK083030
uc007gtz.2	Rmst
uc007guc.2	Rmst
uc007gud.2	Nedd1
uc007gue.2	Nedd1
uc007guf.1	BC065048
uc007gug.1	4930485B16Rik
uc007guh.1	AK039960
uc007gui.1	4930485B16Rik
uc007guj.1	4930485B16Rik
uc011xlp.1	Mir1931
uc007guk.2	Cdk17
uc007gul.2	Cdk17
uc007gum.1	Cdk17
uc011xlq.1	Pctk2
uc011xlr.1	Elk3
uc011xls.1	Elk3
uc011xlt.1	Elk3
uc011xlu.1	Elk3
uc007guo.1	AK043075
uc007gup.1	AK144329
uc007guq.1	Lta4h
uc007gur.1	Lta4h
uc007gus.1	Hal
uc007gut.2	Amdhd1
