chr14	62298600	62310600	Dleu2	-
chr14	63858200	63876400	Gata4	-
chr14	63881200	63890000	Gata4	-
chr14	64560200	64564000	Sox7	+
chr14	65204000	65211000	Mir124a-1	+
chr14	67847400	67858400	Ebf2	+
chr14	68700200	68703800	Nefl	+
chr14	70473400	70482600	Egr3	+
chr14	70918200	70922200	Bmp1	-
chr14	70953200	70956400	Hr	+
chr14	71287000	71292600	Gfra2	+
chr14	80167200	80175400	Pcdh8	-
chr14	84842400	84849000	Pcdh17	+
chr14	104856000	104874200	Pou4f1	-
chr14	118623600	118638800	Sox21	-
chr14	119536200	119539400	Hs6st3	+
chr14	122861600	122891800	Zic5	-
chr14	122861600	122891800	Zic2	+
chr15	7758800	7767200	Gdnf	+
chr15	11832800	11837800	Npr3	-
chr15	31294600	31299600	Ankrd33b	-
chr15	35221800	35234800	Osr2	+
chr15	55137600	55141600	Col14a1	+
chr15	64751400	64755800	Adcy8	-
chr15	72375200	72381000	Kcnk9	-
chr15	74345400	74351400	Bai1	+
chr15	75574400	75580000	Mafa	-
chr15	76346800	76351200	Scrt1	-
chr15	78547600	78550600	Elfn2	-
chr15	79334400	79337400	Kcnj4	-
chr15	82041000	82044800	Tnfrsf13c	-
chr15	85405600	85414400	Wnt7b	-
chr15	85405600	85414400	Wnt7b	-
chr15	85405600	85414400	Wnt7b	-
chr15	85499800	85503600	Mirlet7c-2	+
chr15	87374400	87376400	Fam19a5	+
chr15	95356600	95360000	Nell2	-
chr15	97829800	97836800	Col2a1	-
chr15	98601800	98612800	Wnt10b	-
chr15	98618800	98630000	Wnt1	+
chr15	98632600	98640800	Ddn	-
chr15	98721400	98730000	Dhh	-
chr15	98883400	98888800	Prph	+
chr15	98917400	98930800	C1ql4	-
chr15	98917400	98930800	Dnajc22	+
chr15	99420000	99422200	Aqp5	+
chr15	100875200	100880000	Ankrd33	+
chr15	100881600	100886000	Ankrd33	+
chr15	102748400	102760000	Hoxc13	+
chr15	102761200	102851400	Hoxc12	+
chr15	102761200	102851400	Hoxc11	+
chr15	102761200	102851400	Hoxc10	+
chr15	102761200	102851400	Mir196a-2	+
chr15	102761200	102851400	Hoxc9	+
chr15	102761200	102851400	Hoxc8	+
chr15	102761200	102851400	Hoxc6	+
chr15	102761200	102851400	Hoxc5	+
chr15	102761200	102851400	Mir615	+
chr15	102862400	102868400	Hoxc4	+
chr16	11982400	11986600	Shisa9	+
chr16	17796000	17809200	Scarf2	+
chr16	17831600	17835400	B830017H08Rik	+
chr16	18579600	18595000	Tbx1	-
chr16	18617000	18631400	Gp1bb	-
chr16	18617000	18631400	Sept5	-
chr16	20588800	20592800	Vwa5b2	+
chr16	21245000	21250200	Ephb3	+
chr16	21692800	21696800	2510009E07Rik	-
chr16	28444000	28448400	Fgf12	-
chr16	34570200	34575800	Kalrn	-
chr16	35152800	35157800	Adcy5	+
chr16	35539600	35544800	Sema5b	+
chr16	91217800	91234200	Olig2	+
chr16	91268800	91273400	Olig1	+
chr16	94075200	94099400	Sim2	+
chr17	8621800	8629800	T	+
chr17	8990600	8997600	Pde10a	+
chr17	26973200	26990600	Nkx2-5	-
chr17	27647600	27652600	Grm4	-
chr17	30022400	30028000	Mdga1	-
chr17	34807600	34811000	Tnxb	+
chr17	35605600	35608800	H2-Q10	+
chr17	36280600	36283800	2410017I17Rik	+
chr17	44869800	44877000	Runx2	-
chr17	48231400	48238600	1700067P10Rik	+
chr17	56649000	56652800	Znrf4	-
chr17	63227800	63234200	Efna5	-
chr17	80111200	80116000	Cyp1b1	-
chr17	83612400	83616800	Pkdcc	+
chr17	86005800	86027000	Six3os1	-
chr17	86005800	86027000	Six3os1	-
chr17	86005800	86027000	Six3os1	-
chr17	86005800	86027000	Six3	+
chr17	86078800	86093600	Six2	-
chr17	88144400	88147200	Kcnk12	-
chr17	88195000	88199400	Kcnk12	-
chr18	7000800	7006400	Mkx	-
chr18	11045800	11060600	Gata6	+
chr18	15219400	15226200	Kctd1	-
chr18	21808400	21814200	Klhl14	-
chr18	23196400	23201000	Nol4	-
chr18	23196400	23201000	Nol4	-
chr18	37302400	37305200	Pcdhac2	+
chr18	37901000	37917000	Pcdhgb6	+
chr18	37901000	37917000	Pcdhga10	+
chr18	37901000	37917000	Pcdhgb7	+
chr18	37901000	37917000	Pcdhga11	+
chr18	38367400	38373600	Pcdh1	-
chr18	42553200	42563400	Pou4f3	+
chr18	53619800	53637400	Prdm6	+
chr18	58368000	58372000	Fbn2	-
chr18	59334200	59337200	Chsy3	+
chr18	64489600	64508600	Onecut2	+
chr18	66093200	66102200	Rax	-
chr18	76218200	76221200	Smad2	+
chr18	77080800	77088000	Skor2	+
chr18	77089200	77100800	Skor2	+
chr18	80903200	80913600	Nfatc1	-
chr18	80903200	80913600	Nfatc1	-
chr18	81175800	81188000	Sall3	-
chr19	4212800	4217400	Clcf1	+
chr19	6495600	6503200	Slc22a12	-
chr19	7238400	7242400	Otub1	-
chr19	16943600	16953400	Foxb2	-
chr19	24970600	24977800	Foxd4	-
chr19	25676400	25689400	Dmrt3	+
chr19	25739600	25750400	Dmrt2	+
chr19	26677600	26684200	Smarca2	+
chr19	28751800	28755600	Glis3	-
chr19	37764800	37775000	Cyp26a1	+
chr19	43458600	43463000	Hpse2	-
chr19	43672800	43695200	Nkx2-3	+
chr19	44584600	44590400	Wnt8b	+
chr19	44808200	44810600	Pax2	+
chr19	44813800	44837600	Pax2	+
chr19	44908800	44913200	Pax2	+
chr19	45216200	45236400	Tlx1	+
chr19	45297400	45319400	Lbx1	-
chr19	45814800	45818200	Fgf8	-
chr19	46390800	46394400	Psd	-
chr19	48278200	48283000	Sorcs3	+
chr19	54118600	54123200	Adra2a	+
chr19	56795200	56799600	Adrb1	+
chr19	59238400	59248800	Vax1	-
chr19	59525200	59537800	Emx2os	-
chr19	59525200	59537800	Emx2	+
chrX	11649200	11671400	Bcor	-
chrX	11699400	11719400	Bcor	-
chrX	45692000	45700600	Bcorl1	+
chrX	45804400	45809400	Elf4	-
chrX	56818800	56822800	F9	+
chrX	58142400	58153400	Sox3	-
chrX	68302200	68306200	Mamld1	+
chrX	68915200	68919800	Gpr50	+
chrX	90525800	90546400	Arx	+
chrX	99043000	99047800	Nhsl2	+
chrX	99444600	99450400	Cited1	-
chrX	102957800	102962200	Fgf16	+
chrX	130219000	130226000	Pcdh19	-
chrX	133638200	133642400	Esx1	-
chrX	136810200	136815600	Frmpd3	+
chrX	137198200	137201400	Mid2	+
chrX	138154400	138161600	Irs4	-
